"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Patrick Cote","2017-04-08",1,0,0,8.8,4.95,10,6.45,44.35,18.35,8,6.1,43.45,18.35,0.3,10.1,7.6,0.9,0.2,62.35,30.9,0.4615,0.2,2.5,0.5,0.133,84.6,51.45,4,10,10.4,7.95,11.3,7.7,43.55,18.75,11.9,8.1,49.35,20.85,0.25,7,5.75,1.6,0.1,66.75,34.55,0.491,0.6,2.65,1.45,0.5245,101.45,66.25,50,666.35,2,0,1,4,4,0,0,10,"Orthodox",180.34,180.34,170,37,0.413754227733935,0.645,0.7625,0.569460390355913,0.31858407079646,0.319327731092437,62.35,0.696872493985565,0.422324510932106,0.141138732959102,0.5625,0.161988773055333,0.752475247524752,"/fighter/Patrick-Cote-6612"
"Patrick Cummins","2019-05-18",2,0,0,5.583333333,4.25,9.666666667,6.75,47.83333333,17.16666667,21.5,15.75,69.66666667,32.33333333,0,3.75,3.083333333,1.666666667,0,79,39.66666667,0.495833333,0.083333333,6.916666667,2.833333333,0.3025,102.1666667,59.5,3,6,5.083333333,3.75,6.5,4.666666667,59.25,22.75,5.166666667,4.25,63.66666667,26.25,0.333333333,2.166666667,1.666666667,0.666666667,0,70.91666667,31.66666667,0.439166667,0.25,1.75,1.25,0.243333333,83.16666667,42.83333333,26,565.8333333,0,0,1,3,2,0,0,6,"Orthodox",187.96,193.04,205,38,0.358885017516299,0.698275862044887,0.732558139534884,0.616033755274262,0.282051282,0.177419354891779,79.000000003,0.881856540093094,0.464114832465832,0.0706751054783288,0.761194029896191,0.0474683544285772,0.822222222133333,"/fighter/Patrick-Cummins-72981"
"Patrick Smith","1995-07-14",1,0,0,1.4,1.2,1.2,1.2,2.4,0.8,4.4,2.8,4.8,2.8,0,1.8,0.8,0.2,0,8,4.8,0.634,0.4,0.2,0,0,12.2,8.6,3,2,0,0,0.2,0.2,2,1,0.8,0.8,1.8,1.2,0,1.2,0.8,0.4,0,3,2,0.688,0.4,1,0.4,0.2,5.2,4.2,5,68.2,1,0,0,0,1,2,0,3,"Orthodox",187.96,192.520979976671,225,31,0.333333333333333,1,0.636363636363636,0.5,0,0,8,0.6,0.583333333333333,0.175,0.857142857142857,0.225,0.444444444444444,"/fighter/Patrick-Smith-21"
"Patrick Walsh","2015-02-14",0,1,0,0,0,1,1,12,4,11,6,24,11,0,0,0,7,0,24,11,0.45,3,7,5,0.71,127,110,1,0,1,1,10,6,40,17,1,1,46,20,0,4,3,2,0,51,24,0.47,2,1,0,0,80,52,3,900,0,0,0,1,0,0,0,1,"Orthodox",180.34,180.34,185,26,0.333333333333333,1,0.545454545454545,0.575,0.4,0,24,1,0.458333333333333,0,0,0,0,"/fighter/Patrick-Walsh-67971"
"Patrick Williams","2018-04-14",1,0,0,6.666666667,4.333333333,10,6,26.33333333,11.33333333,1,0.333333333,25.66666667,9.333333333,0.333333333,5,4,0.333333333,0,37.33333333,17.66666667,0.466666667,0.333333333,2.333333333,1.333333333,0.386666667,40.33333333,19.66666667,1,2,6,5.333333333,13,9.333333333,19,8.666666667,1,0.333333333,24.66666667,10.66666667,1,2.333333333,2.333333333,0,0,33,18.33333333,0.37,0,0.333333333,0,0,33.33333333,18.33333333,5,254,0,0,0,0,0,1,0,1,"Orthodox",172.72,185.42,135,36,0.430379746763339,0.6,0.333333333,0.543859649105263,0.282051282076923,0.666666667,37.333333337,0.687500000021763,0.363636363576151,0.178571428562819,0.6499999999175,0.133928571415418,0.8,"/fighter/Patrick-Williams-69607"
"Paul Bradley","2011-11-12",1,0,0,4,1,6,2,59,10,2,1,62,11,0,1,1,3,0,67,13,0.19,0,12,3,0.25,75,19,0,1,11,6,9,5,114,38,0,0,82,17,0,30,20,0,0,123,43,0.34,0,1,0,0,135,55,3,900,0,0,0,0,0,0,0,0,"Orthodox",175.26,179.512805653923,170,28,0.169491525423729,0.333333333333333,0.5,0.666666666666667,0.444444444444444,0,67,0.925373134328358,0.17741935483871,0.0597014925373134,0.25,0.0149253731343284,1,"/fighter/Paul-Bradley-19726"
"Paul Buentello","2010-03-21",1,0,0,7.2,6.4,17.2,11.2,29.8,11.6,4.2,3,41.4,17.2,0.6,2.6,2.2,0.4,0.2,51.2,25.8,0.466,0.4,0.4,0.2,0.1,57.8,31.6,2,2,7,5.2,17.2,9.6,28.4,11.2,1.6,1,32.8,10.6,0.2,7.4,6,0.2,0,47.2,21.8,0.418,0.4,0.8,0.2,0.2,61.2,34.4,8,363.2,1,0,0,0,2,1,0,3,"Orthodox",187.96,195.58,245,36,0.389261744966443,0.651162790697674,0.714285714285714,0.605633802816901,0.441860465116279,0.375,51.2,0.80859375,0.415458937198068,0.140625,0.888888888888889,0.05078125,0.846153846153846,"/fighter/Paul-Buentello-347"
"Paul Craig","2019-03-30",1,0,0,8.6,6.8,6.4,5.4,26.2,11,2.2,1.6,20.4,6.6,0,5.8,4.6,1.4,0.2,34.8,18,0.522,0.8,4,1.2,0.24,55.6,36.4,1,3,7.2,6,7.2,5.2,24.6,9,16.2,11.8,38,18.2,0.4,2.8,1.8,2.6,0.8,48,26,0.534,0.8,0.8,0.4,0.266,66,42,10,551,0,0,0,0,0,2,0,2,"Orthodox",190.5,193.04,205,31,0.419847328244275,0.84375,0.727272727272727,0.634146341463415,0.277777777777778,0.271604938271605,34.8,0.586206896551724,0.323529411764706,0.247126436781609,0.790697674418605,0.166666666666667,0.793103448275862,NA
"Paul Daley","2010-05-08",0,2,0,1.5,1,6.5,4,33.5,12,1.5,1.5,35.5,14.5,0.5,4.5,2,0,0,41.5,17.5,0.41,0,0,0,0,42.5,18.5,2,0,5,3,3.5,2,19.5,6,0,0,18,5,0,0,0,0,0,23,8,0.35,0,1,0,0,23,8,2,147.5,0,0,0,0,2,0,0,2,"Orthodox",175.26,193.04,170,27,0.358208955223881,0.615384615384615,1,0.692307692307692,0.428571428571429,0,41.5,0.855421686746988,0.408450704225352,0.036144578313253,0.666666666666667,0.108433734939759,0.444444444444444,"/fighter/Paul-Daley-4270"
"Paul Felder","2019-02-17",1,0,0,12.72727273,8.818181818,10.36363636,6.909090909,70.09090909,25.18181818,12,8.272727273,69.18181818,22.63636364,0.272727273,10.54545455,8.909090909,0.454545455,0,92.45454545,40.36363636,0.462727273,0.272727273,0.818181818,0.272727273,0.136363636,101.6363636,49,3,4,13.09090909,9.545454545,6.727272727,4.454545455,59.54545455,27.54545455,3.363636364,2,45.90909091,16.18181818,0.090909091,10.63636364,8.272727273,1.090909091,0.181818182,69.63636364,34,0.484545455,0.181818182,4,1.636363636,0.353636364,79.72727273,42.09090909,27,688.8181818,0,0,1,1,4,1,0,7,"Orthodox",180.34,177.8,155,34,0.359273670536437,0.666666666891813,0.689393939416667,0.537404580111648,0.337837837743426,0.405405405469686,92.45454546,0.74827925264022,0.327201051309519,0.13765978369886,0.692857142694388,0.114060963660921,0.844827585834126,"/fighter/Paul-Felder-68205"
"Paul Jones","1999-09-24",0,1,0,1,1,0,0,2,0,33,21,34,20,0,0,0,2,1,35,21,0.6,2,0,0,0,74,60,1,0,0,0,0,0,1,1,1,0,2,1,1,0,0,1,0,2,1,0.5,0,0,0,0,18,15,1,260,0,0,0,0,0,1,0,1,"Orthodox",175.26,179.512805653923,199,36,0,0,0.636363636363636,0,0,1,35,0.971428571428571,0.588235294117647,0.0285714285714286,1,0,0,"/fighter/Paul-Jones-224"
"Paul Kelly","2011-02-05",0,1,0,6.375,5.5,9.625,5.625,52.375,11.375,35.625,20.875,87.125,29.375,0.125,4.125,3,2.125,1.125,97.625,37.875,0.3675,1,1.875,1.125,0.5825,154.875,89.375,2,3,6,3.875,7.125,4.125,53.25,17.75,11.625,6.375,58.875,19,0.375,7.125,5.375,3.375,0.25,72,28.25,0.42625,1.375,2.75,1.875,0.75625,99.5,52.875,20,690.75,0,0,0,3,1,1,0,5,"Orthodox",175.26,177.8,155,26,0.217183770883055,0.584415584415584,0.585964912280702,0.666666666666667,0.421052631578947,0.451612903225806,97.625,0.892445582586428,0.337159253945481,0.0653008962868118,0.862745098039216,0.0422535211267606,0.727272727272727,"/fighter/Paul-Kelly-14028"
"Paul Redmond","2015-07-18",1,0,0,1,1,0,0,7,2,0,0,6,1,0,0,0,0,0,7,2,0.28,0,2,0,0,22,16,0,1,1,1,0,0,16,5,40,29,55,33,0,0,0,13,0,56,34,0.6,0,3,2,0.66,194,154,3,900,0,0,0,0,0,0,0,0,"Orthodox",177.8,177.8,145,28,0.285714285714286,0,0,0.6875,0,0.275,7,0.857142857142857,0.166666666666667,0.142857142857143,1,0,0,"/fighter/Paul-Redmond-56615"
"Paul Sass","2013-02-16",1,0,0,0.75,0.75,0,0,6,1.25,2.5,1.5,7.75,2,0,0,0,0,0,8.5,2.75,0.3675,2.25,1.5,0.25,0.25,14.25,7.25,3,1,0.75,0.5,0,0,9.75,2.75,1.5,1.25,9.25,2.5,0,1.25,1,0.25,0,11.25,4,0.4375,0.5,0,0,0,13.75,6.5,4,201.75,0,0,0,0,0,3,0,3,"Orthodox",182.88,185.42,155,24,0.208333333333333,0,0.6,0.717948717948718,0,0.166666666666667,8.5,0.911764705882353,0.258064516129032,0.0882352941176471,1,0,0,"/fighter/Paul-Sass-23531"
"Paul Taylor","2011-02-05",2,0,0,11.875,8.625,15.5,11.375,96.75,41.375,9.25,4.5,89.25,32,0.375,20.375,16.625,0.875,0.25,121.5,57.25,0.46,0.5,0.875,0.25,0.25,161.125,94.125,1,5,17.875,14.625,13.625,9.25,87.625,32.875,32.125,18.125,105.5,37.75,0,10,7.875,1.625,0.125,133.375,60.25,0.475,0.25,5.25,2.625,0.51625,186,108.375,22,786.375,0,0,1,1,1,0,0,3,"Orthodox",182.88,182.88,155,31,0.42764857881137,0.733870967741935,0.486486486486487,0.624821683309558,0.321100917431193,0.43579766536965,121.5,0.734567901234568,0.358543417366947,0.0977366255144033,0.726315789473684,0.167695473251029,0.815950920245399,"/fighter/Paul-Taylor-6326"
"Paul Varelans","1996-12-07",0,1,0,0.857142857,0.571428571,3.428571429,1.714285714,10,2.428571429,0.857142857,0.857142857,11.14285714,3,0.142857143,2.285714286,1.428571429,0.714285714,0,14.28571429,5,0.582857143,0.428571429,0.285714286,0.285714286,0.285714286,28.57142857,17.14285714,2,3,1,0.428571429,5.142857143,1.285714286,11.85714286,6.285714286,3.857142857,2.428571429,13,5.285714286,0.142857143,6.857142857,4.285714286,0.428571429,0,20.85714286,10,0.365714286,0.285714286,0.857142857,0.285714286,0.285714286,25.57142857,14.14285714,7,251.2857143,1,0,0,1,2,1,0,4,"Orthodox",203.2,208.130789163969,300,29.6899842938263,0.2428571429,0.499999999854167,1,0.469879518175933,0.749999999951389,0.37037037023594,14.285714283,0.7799999999482,0.269230769299803,0.0600000000014,0.666666666277778,0.1600000000504,0.625000000109375,"/fighter/Paul-Varelans-112"
"Paulo Costa","2018-07-07",0,3,0,17,14.66666667,9.333333333,6,48.33333333,25.33333333,9.666666667,6.666666667,49,22.33333333,0.666666667,1.333333333,1,0,0,67.33333333,38,0.583333333,0,0.333333333,0,0,70.33333333,40.66666667,3,0,9.666666667,7.333333333,7,5,36.33333333,17,0,0,25.33333333,8,0,8.333333333,6.666666667,0.333333333,0,43.33333333,22,0.483333333,0,3.333333333,0.666666667,0.133333333,45.66666667,24.33333333,5,275.3333333,0,0,0,0,3,0,0,3,"Orthodox",185.42,182.88,185,27,0.524137931001665,0.642857142880102,0.689655172424495,0.532110091700194,0.285714285714286,0,67.333333333,0.72772277228083,0.455782312857143,0.252475247526002,0.862745098235294,0.0198019801931673,0.7500000001875,NA
"Paulo Thiago","2014-09-13",2,0,0,5.916666667,4.666666667,7.5,5.75,32.41666667,9.916666667,4.916666667,2.5,36.25,10.91666667,0.333333333,2.666666667,2.583333333,1.583333333,0.166666667,44.83333333,18.16666667,0.345,1,3.083333333,1.166666667,0.256666667,57.33333333,28,2,7,5.5,2.916666667,3.916666667,2.083333333,39.16666667,10.08333333,11.08333333,7.166666667,42.25,12.75,0.166666667,6.416666667,3.666666667,1.75,0.083333333,54.16666667,19.33333333,0.401666667,0.583333333,3.75,1.333333333,0.31,87.25,49.5,29,666.25,0,0,0,3,1,1,0,5,"Orthodox",180.34,185.42,170,33,0.305912596379855,0.766666666666667,0.508474576236714,0.742553191596378,0.468085106513354,0.35338345842207,44.833333334,0.808550185861583,0.30114942537931,0.131970260228521,0.7887323943781,0.0594795539098962,0.968749999753906,"/fighter/Paulo-Thiago-13336"
"Pawel Pawlak","2015-07-18",0,1,0,12,8,10,8,58,14.5,4,3,54.5,13,0,5.5,4.5,2.5,0,72,25.5,0.375,0,2,1.5,0.375,120.5,71,1,1,18.5,12.5,15.5,7.5,53.5,20.5,4,4,46.5,12,0,8,7.5,2.5,0,73,32,0.415,0,8,3,0.435,125,79.5,6,900,0,0,0,1,0,0,0,1,"Orthodox",182.88,185.42,170,26,0.25,0.8,0.75,0.616822429906542,0.516129032258065,0,72,0.756944444444444,0.238532110091743,0.166666666666667,0.666666666666667,0.0763888888888889,0.818181818181818,"/fighter/Pawel-Pawlak-65543"
"Pearl Gonzalez","2017-10-07",1,0,0,4,2,2,2,109,34,1,1,101,28,0,7,7,2,0,112,37,0.33,1,3,2,0.66,118,43,0,1,21,16,1,1,167,48,1,1,140,26,0,8,8,4,0,169,50,0.29,3,1,1,1,188,65,3,825,0,0,0,0,0,0,0,0,"Orthodox",162.56,172.72,115,31,0.311926605504587,1,1,0.712574850299401,0,0,112,0.901785714285714,0.277227722772277,0.0357142857142857,0.5,0.0625,1,NA
"Pedro Munhoz","2019-06-08",0,3,0,15,7.416666667,6.083333333,3.416666667,84.91666667,34.66666667,5.083333333,3.416666667,66.58333333,24,0.416666667,14.5,10.08333333,0.583333333,0.083333333,96.08333333,41.5,0.499166667,0.666666667,2.75,0.583333333,0.233333333,102.6666667,47.5,4,4,13.16666667,7.25,2.666666667,1.333333333,103.1666667,41.66666667,1.666666667,1.166666667,88.83333333,32.33333333,0,5.5,4.583333333,0.083333333,0,107.5,44.16666667,0.4025,0,2.166666667,0.5,0.194166667,110.3333333,46.5,23,495.25,0,0,0,2,3,3,0,8,"Orthodox",167.64,165.1,135,32,0.408243375881914,0.561643835702008,0.672131147650632,0.596122778773466,0.5000000001875,0.29999999994,96.08333333,0.692974848211378,0.36045056322205,0.156114483960316,0.494444444466667,0.150910667828306,0.69540229862069,"/fighter/Pedro-Munhoz-52407"
"Pedro Rizzo","2003-11-21",0,1,0,1.153846154,1.153846154,4.384615385,2.846153846,45.38461538,15.30769231,2.692307692,1.538461538,40.92307692,10.46153846,0.615384615,10.38461538,8.076923077,0.076923077,0,52.46153846,19.69230769,0.377692308,0,0.538461538,0.153846154,0.102307692,63.46153846,29.76923077,4,5,2.923076923,2.153846154,7.538461538,4.384615385,42.38461538,16.53846154,8.846153846,6,45.30769231,17.23076923,0.076923077,10.53846154,7.538461538,0.384615385,0,58.76923077,26.92307692,0.418461538,0.153846154,4.538461538,1.230769231,0.183846154,81.69230769,48.46153846,32,712.2307692,3,0,1,0,6,0,1,8,"Orthodox",185.42,189.919345112121,241,29,0.337288135678368,0.649122806925515,0.571428571322449,0.609800362897619,0.418367346852145,0.321739130422987,52.461538454,0.780058651079833,0.255639097725988,0.0219941349034537,1,0.197947214016714,0.777777778130864,"/fighter/Pedro-Rizzo-208"
"Per Eklund","2009-02-21",0,1,0,14.5,12.5,17,12.5,19.5,8.5,6,4.5,24,9.5,0,4,3.5,1.5,0,42.5,25.5,0.595,3,17.5,1.5,0.13,84,65.5,1,1,6,4,10,7.5,60,8.5,21.5,12,72.5,13,0,13,11,0,0,91.5,28,0.33,0.5,1,0.5,0.25,121,55.5,6,803.5,0,0,0,0,0,1,0,1,"Orthodox",177.8,182.88,155,29.6899842938263,0.435897435897436,0.735294117647059,0.75,0.858333333333333,0.25,0.441860465116279,42.5,0.564705882352941,0.395833333333333,0.341176470588235,0.862068965517241,0.0941176470588235,0.875,"/fighter/Per-Eklund-3707"
"Pete Sell","2009-03-07",0,1,0,6.166666667,4.666666667,5.5,3.833333333,59,23.5,2.5,1.166666667,57.5,20.83333333,0.166666667,3.333333333,3,0.333333333,0.166666667,67,28.5,0.336666667,0.666666667,3,0.666666667,0.141666667,92.16666667,51.33333333,1,4,6,4.166666667,7.166666667,4.5,56.83333333,20.66666667,13.66666667,10.83333333,64.83333333,25.66666667,0.666666667,6.833333333,6.166666667,2.166666667,0,77.66666667,36,0.441666667,0.666666667,3.5,1.833333333,0.281666667,103.3333333,60,15,641.6666667,0,0,0,1,0,1,0,2,"Orthodox",180.34,190.5,170,26,0.398305084745763,0.696969696909091,0.4666666668,0.636363636283658,0.372093023285019,0.207317073607971,67,0.858208955223881,0.362318840521739,0.092039801,0.756756756769905,0.0497512437761194,0.90000000009,"/fighter/Pete-Sell-7795"
"Pete Spratt","2007-06-12",1,0,0,2.166666667,1.833333333,3.5,3,6.833333333,3.166666667,1.666666667,0.833333333,7.166666667,2.833333333,0,2.666666667,2.333333333,0.166666667,0.333333333,12,7,0.488333333,0.166666667,0.166666667,0.166666667,0.166666667,19.83333333,14.83333333,1,3,2.333333333,2,3.666666667,2.833333333,5.5,1.166666667,1.833333333,0.666666667,7.333333333,1.833333333,0,1.333333333,0.833333333,2.166666667,0.166666667,11,4.666666667,0.275,0.5,2.5,1.666666667,0.788333333,20.16666667,13.16666667,9,276.5,0,0,0,0,0,3,0,3,"Orthodox",175.26,179.512805653923,170,36,0.463414634217728,0.857142857142857,0.4999999997,0.787878787818182,0.227272727433884,0.636363636115702,12.000000001,0.597222222200231,0.395348837144402,0.180555555568287,0.846153845869822,0.222222222231481,0.874999999765625,"/fighter/Pete-Spratt-3195"
"Pete Williams","2002-03-22",3,0,0,3.142857143,2,2.857142857,1.571428571,18.42857143,5.714285714,4.285714286,2.857142857,19.28571429,5.714285714,0.285714286,3.142857143,2.428571429,1.142857143,0,25.57142857,10.14285714,0.482857143,0.857142857,0.714285714,0.285714286,0.178571429,39.85714286,23.14285714,2,4,2.714285714,2.428571429,2.857142857,1.571428571,14.14285714,4.571428571,15.85714286,8,28.14285714,10.42857143,0.285714286,2,1.285714286,2,0.285714286,32.85714286,14.14285714,0.404285714,1.142857143,4.428571429,2.428571429,0.334285714,60.28571429,38.71428571,15,656,1,0,0,0,1,2,0,3,"Orthodox",190.5,195.122614841221,235,26,0.310077519340304,0.5499999998775,0.666666666588889,0.67676767673268,0.4500000001225,0.495495495586397,25.571428576,0.754189944166849,0.296296296215638,0.122905027916576,0.636363636334711,0.122905027916576,0.772727272828512,"/fighter/Pete-Williams-201"
"Peter Sobotta","2018-03-17",0,2,0,6.75,4.375,3.5,1.625,53.625,19.75,7.25,4.375,51.75,16,0.5,5.875,5.375,1.875,0.125,64.375,25.75,0.4,0.5,3.75,1.375,0.33,86.125,45.375,2,4,10.25,5.125,5.875,3.875,69,23.875,6.375,4,54.25,13.125,0.125,16.75,13.5,0.5,0.25,81.25,31.75,0.36375,0.125,0.875,0.125,0.025,104.25,53.75,19,655.875,0,0,0,2,1,1,0,4,"Southpaw",182.88,190.5,170,31,0.368298368298368,0.464285714285714,0.603448275862069,0.653985507246377,0.340425531914894,0.372549019607843,64.375,0.803883495145631,0.309178743961353,0.104854368932039,0.648148148148148,0.0912621359223301,0.914893617021277,"/fighter/Peter-Sobotta-15816"
"Petr Yan","2019-06-08",0,4,0,17,14,13.75,11,109.5,48.75,13,10.5,116.25,53.75,0.5,3,2.5,0.5,0.25,136.25,70.25,0.55,0.25,2.5,1.25,0.2875,154.75,86.75,4,0,12.25,6,6,3.75,94.25,26.75,1.75,1.25,82.5,21.5,0.25,7.25,4.25,0,0,102,31.75,0.3375,0,4.5,0.75,0.0975,104.75,34.25,9,652,0,0,0,2,2,0,0,4,"Switch",170.18,170.18,135,26,0.445205479452055,0.8,0.807692307692308,0.716180371352785,0.375,0.285714285714286,136.25,0.853211009174312,0.462365591397849,0.124770642201835,0.823529411764706,0.0220183486238532,0.833333333333333,NA
"Phil Baroni","2011-01-01",5,0,0,10.44444444,9.222222222,16.44444444,10.22222222,26.77777778,8,11.88888889,8.666666667,44.11111111,17.33333333,0.444444444,0.555555556,0.333333333,0.444444444,0.222222222,55.11111111,26.88888889,0.515555556,0.222222222,2,0.888888889,0.267777778,104.7777778,73.88888889,2,6,13.11111111,10.33333333,21,14.88888889,32.66666667,16.55555556,13.22222222,10.11111111,46.55555556,24.55555556,0,7.222222222,6.666666667,1.666666667,0.333333333,66.88888889,41.55555556,0.568888889,0.444444444,4.888888889,1.777777778,0.294444444,122.4444444,93.44444444,20,615.3333333,0,0,0,1,2,0,0,3,"Orthodox",175.26,182.88,170,34,0.298755186697199,0.621621621654492,0.728971962576731,0.493197278827225,0.291005290952381,0.235294117602571,55.111111106,0.800403225860521,0.39294710320889,0.189516128969189,0.882978723758714,0.0100806451702897,0.59999999892,"/fighter/Phil-Baroni-278"
"Phil Davis","2015-01-24",0,1,0,18.75,11.16666667,6.333333333,4.666666667,76.91666667,17.66666667,23.16666667,15.16666667,80.75,21.75,0,6.916666667,4.583333333,3.666666667,0,106.4166667,37.5,0.408333333,0.5,6.5,2.583333333,0.400833333,133.3333333,60.33333333,5,3,5.333333333,2.75,4.166666667,1.916666667,51.5,13.16666667,2.083333333,1.416666667,48,10.91666667,0,4.416666667,2.833333333,0.5,0.166666667,57.75,16.5,0.228333333,0.083333333,1.25,0.333333333,0.09,64.08333333,22.08333333,32,768.9166667,0,0,0,6,0,3,0,9,"Orthodox",187.96,200.66,205,30,0.229685807183979,0.736842105354571,0.654676259042493,0.744336569514563,0.5399999999568,0.3199999997312,106.416666667,0.758809710256041,0.269349845201238,0.176194205167811,0.595555555733333,0.0649960845761472,0.662650602329511,"/fighter/Phil-Davis-27802"
"Phil Harris","2014-07-19",2,0,0,3.75,1.5,4.25,2.75,56.75,12,1.25,0.25,50.75,7.5,0,7.75,6,0,0,62.25,15,0.375,0,1.5,0.75,0.415,63.75,16,1,3,7.5,2.75,1.5,0.5,64.75,17.5,2.25,0.75,48,7.75,0.75,13,8.25,0.25,0.25,68.5,18.75,0.3325,0.75,0.75,0,0,73.5,23,7,415.5,0,0,0,1,0,0,0,1,"Orthodox",162.56,162.56,125,30,0.211453744493392,0.647058823529412,0.2,0.72972972972973,0.666666666666667,0.666666666666667,62.25,0.815261044176707,0.147783251231527,0.0602409638554217,0.4,0.124497991967871,0.774193548387097,"/fighter/Phil-Harris-8753"
"Philip De Fries","2013-04-06",1,0,0,2,1.5,6.5,5.25,20,6.75,6.25,3.75,30.5,14,0.25,0.25,0.25,2.75,0,32.75,15.75,0.49,0.25,3,1.5,0.4825,49.25,28.75,1,2,7.5,6.75,6.5,5.25,18,7.5,6.25,6,21,10.25,0.5,2.25,1.75,0.5,0.25,30.75,18.75,0.585,0.5,0.75,0,0,54.75,40.75,7,405.75,0,0,0,1,0,1,0,2,"Orthodox",195.58,208.28,250,26,0.3375,0.807692307692308,0.6,0.583333333333333,0.192307692307692,0.04,32.75,0.931297709923664,0.459016393442623,0.0610687022900763,0.75,0.00763358778625954,1,"/fighter/Philip-De-Fries-46202"
"Phillip Miller","2002-11-22",0,1,0,6,4,11,7,14,8,28,15,45,24,0,2,2,9,0,53,30,0.56,0,22,4,0.18,114,82,1,0,9,8,18,11,25,8,23,10,56,20,0,1,1,0,0,66,29,0.43,1,1,0,0,93,55,3,900,0,0,0,1,0,0,0,1,"Orthodox",180.34,184.716075383022,185,23,0.571428571428571,0.636363636363636,0.535714285714286,0.68,0.388888888888889,0.565217391304348,53,0.849056603773585,0.533333333333333,0.113207547169811,0.666666666666667,0.0377358490566038,1,"/fighter/Phillip-Miller-482"
"Phillipe Nover","2017-02-11",2,0,0,11.33333333,6.666666667,6.333333333,4.833333333,50.33333333,13.16666667,2.666666667,0.833333333,43.5,9.166666667,0,4.5,3,0.166666667,0.333333333,59.33333333,18.83333333,0.34,0.666666667,3.166666667,1,0.083333333,86.33333333,43.66666667,1,5,9.5,5.833333333,8.666666667,6.5,45,15,13.5,7.5,45.16666667,13.16666667,0,12.5,10,1.5,0,67.16666667,29,0.478333333,0.166666667,4.5,3.5,0.86,86,45.16666667,16,760.5,1,0,1,0,0,0,0,1,"Orthodox",175.26,182.88,145,33,0.261589404057059,0.763157894724377,0.312499999835938,0.666666666666667,0.250000000028846,0.444444444444444,59.33333333,0.733146067456918,0.210727969356322,0.191011235909607,0.588235294320069,0.0758426966334743,0.666666666666667,"/fighter/Phillipe-Nover-7415"
"Piotr Hallmann","2015-11-07",2,0,0,25.2,16.2,19.4,11.4,79.4,30.6,9.2,7,71,24.8,0,11.8,8,1.2,0,108,49,0.472,0.4,5,2.2,0.47,150.6,86.8,1,3,11.8,7.6,8.4,5.4,77.4,30,1,1,70.8,24.6,0.2,4.2,4.2,0,0,86.8,36.4,0.422,0,5.4,1.8,0.39,93.2,41.2,13,717,0,0,0,0,0,2,0,2,"Orthodox",175.26,180.34,155,28,0.385390428211587,0.587628865979381,0.760869565217391,0.612403100775194,0.357142857142857,0,108,0.657407407407407,0.349295774647887,0.233333333333333,0.642857142857143,0.109259259259259,0.677966101694915,"/fighter/Piotr-Hallmann-53375"
"Poliana Botelho","2019-04-13",1,0,0,10.33333333,7,21.66666667,17.33333333,21.66666667,7.666666667,2.666666667,2.333333333,32,17.33333333,0.333333333,3.666666667,3,0,0,46,27.33333333,0.54,0,0.333333333,0.333333333,0.333333333,83,58.66666667,2,1,6.666666667,5.333333333,3.333333333,3,26,10.33333333,4.666666667,3.666666667,14.33333333,3.666666667,0,13,8,0.666666667,0,34,17,0.55,0.333333333,6,0.666666667,0.22,60.33333333,42,5,407,0,0,0,1,1,0,0,2,"Orthodox",172.72,170.18,115,30,0.353846153807101,0.799999999723077,0.874999999765625,0.602564102692308,0.0999999999100001,0.214285714270408,45.999999997,0.695652173958412,0.5416666665625,0.224637681101607,0.677419355057232,0.0797101449399811,0.818181818107438,NA
