"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","DistanceAtt","CloseAtt","GroundAtt","DistanceDef","CloseDef","GroundDef","HeadAttactPct","HeadAttactAccuracy","BodyAttactPct","BodyAttactAccuracy","LegAttactPct","LegAttactAccuracy","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Tim Means",2018-03-03,1,0,0,17,13,14.33333333,10.33333333,74.66666667,26.33333333,26,14,95.66666667,35.66666667,0.666666667,2.333333333,2,0.666666667,0.333333333,115,50.66666667,0.47,0,0.333333333,0,0,131,65.33333333,2,1,7,5.333333333,2.333333333,1.333333333,45.66666667,17.33333333,21.33333333,9,58.33333333,18.66666667,0,4,3.666666667,0.666666667,0.333333333,69.33333333,27.66666667,0.466666667,0,7.666666667,2,0.25,78.33333333,35.33333333,7,622,0,0,0,1,1,0,0,2,"Orthodox",187.96,190.5,170,29,0.352678571368184,0.72093023249324,0.538461538461538,0.620437956305077,0.428571428632653,0.578124999934082,0.831884057978299,0.372822299673421,0.147826086952665,0.764705882352941,0.0202898550690359,0.857142857265306,0.352678571368184,0.72093023249324,0.538461538461538,0.620437956305077,0.428571428632653,0.578124999934082,115.000000003,0.831884057978299,0.372822299673421,0.147826086952665,0.764705882352941,0.0202898550690359,0.857142857265306,"/fighter/Tim-Means-11281"
"Tim Sylvia",2019-03-23,0,1,0,3.5,2.833333333,10.66666667,8.5,45.83333333,22.5,2,1.5,51.5,26.5,0.5,3.5,3.166666667,0,0,58.5,32.5,0.458333333,0,0.166666667,0.166666667,0.166666667,62.16666667,36,3,2,1.166666667,1.166666667,0.666666667,0.5,24.16666667,9.666666667,0.666666667,0,22,6.666666667,0.166666667,2.333333333,2.333333333,0,0,25.5,10.16666667,0.533333333,0.666666667,0.5,0,0,26,10.66666667,7,183.6666667,4,0,0,0,4,0,0,4,"Orthodox",203.2,203.2,265,29,0.490909090944793,0.796874999750977,0.75,0.600000000041379,0.250000000375,1,0.88034188034188,0.514563106796116,0.0598290598290598,0.809523809428571,0.0598290598290598,0.904761904857143,0.490909090944793,0.796874999750977,0.75,0.600000000041379,0.250000000375,1,58.5,0.88034188034188,0.514563106796116,0.0598290598290598,0.809523809428571,0.0598290598290598,0.904761904857143,"/fighter/Tim-Sylvia-1061"
"Tim Williams",2012-01-20,1,0,0,0,0,0,0,18,8,0,0,12,4,0,6,4,0,0,18,8,0.44,0,0,0,0,18,8,0,1,2,2,0,0,14,10,8,7,18,13,1,2,2,0,0,22,17,0.77,0,0,0,0,22,17,1,114,0,0,0,0,0,0,0,0,"Orthodox",187.96,193.04,185,32,0.444444444444444,0,0,0.285714285714286,0,0.125,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.444444444444444,0,0,0.285714285714286,0,0.125,18,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,NA
"Tito Ortiz",2019-03-16,0,2,0,2.142857143,1.428571429,4.285714286,1.285714286,10.28571429,2.714285714,28.28571429,16.71428571,40.57142857,19.14285714,0.142857143,0.142857143,0.142857143,1.571428571,0,42.85714286,20.71428571,0.524285714,0.285714286,4.428571429,3.428571429,0.827142857,86.14285714,61,2,2,1.857142857,1.285714286,3.285714286,1.571428571,13.85714286,5.285714286,0.857142857,0.857142857,11.57142857,3.285714286,0.142857143,4.571428571,3.142857143,0,0.142857143,18,7.714285714,0.318571429,0.714285714,0.285714286,0,0,70.42857143,59,15,630.2857143,4,0,0,1,2,1,1,5,"Orthodox",190.5,187.96,205,26,0.263888888751157,0.300000000046667,0.590909090668044,0.618556701088957,0.521739130606805,0,0.946666666658578,0.471830985861684,0.0500000000046667,0.666666666822222,0.00333333333675556,1,0.263888888751157,0.300000000046667,0.590909090668044,0.618556701088957,0.521739130606805,0,42.857142856,0.946666666658578,0.471830985861684,0.0500000000046667,0.666666666822222,0.00333333333675556,1,"/fighter/Tito-Ortiz-158"
"TJ Dillashaw",2019-04-13,0,2,0,15.61538462,11.15384615,10.92307692,6.923076923,147.4615385,52.53846154,17.15384615,12.76923077,145.1538462,49,0.384615385,14.76923077,12.07692308,2.153846154,0,175.5384615,72.23076923,0.406153846,0.923076923,4.230769231,1.615384615,0.367692308,205.0769231,97.38461538,4,3,15.07692308,8,6.615384615,3.461538462,109.3076923,35.07692308,1.384615385,0.923076923,94.23076923,25.53846154,0.076923077,8,5.923076923,0,0,117.3076923,39.46153846,0.357692308,0.153846154,2.615384615,0.384615385,0.066153846,123.5384615,45.07692308,39,805.8461538,5,0,0,4,5,1,0,10,"Orthodox",167.64,170.18,125,31,0.356285863245622,0.633802817072902,0.744394619045828,0.679099225846523,0.476744185946322,0.333333333574074,0.82690622263189,0.337572866877295,0.0889570552148987,0.71428571382829,0.0841367221532114,0.817708333499078,0.356285863245622,0.633802817072902,0.744394619045828,0.679099225846523,0.476744185946322,0.333333333574074,175.53846159,0.82690622263189,0.337572866877295,0.0889570552148987,0.71428571382829,0.0841367221532114,0.817708333499078,NA
"TJ Grant",2019-05-04,0,1,0,13.6,10.6,18.4,12.8,35.4,16,7,4.8,41,17.6,0.2,6.2,5.4,4.2,0.6,60.8,33.6,0.55,0.2,3.8,1.8,0.388,86.4,55.4,1,2,3.6,2.4,7.6,4.4,29.8,11.8,21.4,11.6,50,20.8,0.2,5.2,4.6,0.8,1,58.8,27.8,0.44,0.4,3,2.8,0.56,88.8,55.6,13,779.4,0,0,1,1,1,0,0,3,"Orthodox",177.8,182.88,155,26,0.451977401129944,0.695652173913044,0.685714285714286,0.604026845637584,0.421052631578947,0.457943925233645,0.674342105263158,0.429268292682927,0.223684210526316,0.779411764705882,0.101973684210526,0.870967741935484,0.451977401129944,0.695652173913044,0.685714285714286,0.604026845637584,0.421052631578947,0.457943925233645,60.8,0.674342105263158,0.429268292682927,0.223684210526316,0.779411764705882,0.101973684210526,0.870967741935484,NA
"TJ O'Brien",2012-05-05,1,0,0,8,5,2,0,61,28,6,4,47,17,0,14,10,2,0,69,32,0.46,0,1,1,1,77,38,0,1,3,2,2,2,66,17,36,25,93,37,1,8,5,1,1,104,44,0.42,0,1,1,1,171,106,2,496,0,0,0,0,0,0,0,0,"Orthodox",187.96,192.520979976671,155,24,0.459016393442623,0,0.666666666666667,0.742424242424242,0,0.305555555555556,0.681159420289855,0.361702127659574,0.115942028985507,0.625,0.202898550724638,0.714285714285714,0.459016393442623,0,0.666666666666667,0.742424242424242,0,0.305555555555556,69,0.681159420289855,0.361702127659574,0.115942028985507,0.625,0.202898550724638,0.714285714285714,NA
"TJ Waldburger",2017-12-02,0,1,0,2.333333333,2,2.5,2,9.666666667,4.166666667,10.33333333,6.833333333,18.16666667,9.166666667,0.333333333,2,1.833333333,2.833333333,0.5,22.5,13,0.62,3,3.166666667,2,0.633333333,32.66666667,21.66666667,2,2,3.666666667,2.333333333,3.666666667,2.666666667,8,3.666666667,6.666666667,5.5,12.5,8,0.166666667,2.166666667,1.5,0.166666667,0.166666667,18.33333333,11.83333333,0.545,1.166666667,1.666666667,0.833333333,0.26,37,28.5,11,424.3333333,0,0,0,1,0,3,0,4,"Orthodox",180.34,190.5,170,25,0.43103448277824,0.8,0.661290322761707,0.541666666625,0.272727272702479,0.17500000004125,0.807407407447901,0.504587155889067,0.103703703675062,0.857142857265306,0.088888888877037,0.9166666665,0.43103448277824,0.8,0.661290322761707,0.541666666625,0.272727272702479,0.17500000004125,22.500000003,0.807407407447901,0.504587155889067,0.103703703675062,0.857142857265306,0.088888888877037,0.9166666665,NA
"Todd Brown",2013-06-15,1,0,0,13,8,12,10,60,18,0,0,46,8,0,13,12,0,0,72,28,0.38,0,0,0,0,87,42,0,1,21,17,23,15,75,35,14,10,81,35,0,10,8,1,0,112,60,0.53,1,6,3,0.5,163,110,3,900,0,0,0,0,0,0,0,0,"Orthodox",180.34,184.716075383022,205,34,0.3,0.833333333333333,0,0.533333333333333,0.347826086956522,0.285714285714286,0.638888888888889,0.173913043478261,0.180555555555556,0.615384615384615,0.180555555555556,0.923076923076923,0.3,0.833333333333333,0,0.533333333333333,0.347826086956522,0.285714285714286,72,0.638888888888889,0.173913043478261,0.180555555555556,0.615384615384615,0.180555555555556,0.923076923076923,"/fighter/Todd-Brown-21887"
"Todd Duffee",2014-02-15,0,1,0,0,0,0,0,1,1,4,3,5,4,1,0,0,0,0,5,4,0.8,0,0,0,0,6,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7,0,0,0,0,1,0,0,1,"Orthodox",190.5,200.66,260,24,1,0,0.75,1,0,0,1,0.8,0,0,0,0,1,0,0.75,1,0,0,5,1,0.8,0,0,0,0,"/fighter/Todd-Duffee-22903"
"Todd Medina",2012-05-26,0,1,0,1,1,0,0,0,0,4,4,3,3,0,0,0,1,0,4,4,1,1,1,1,1,66,64,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0.5,0,0,0,0,16,15,1,175,0,0,0,0,0,1,0,1,"Southpaw",177.8,182.114440518473,193,29.6899842938263,0,0,1,1,0,0,0.75,1,0.25,1,0,0,0,0,1,1,0,0,4,0.75,1,0.25,1,0,0,"/fighter/Todd-Medina-61"
"Tom Breese",2018-08-25,1,0,0,15.5,10.5,6.75,5.25,58.5,26.25,7,4.25,53.5,22.5,0.5,3.25,2.75,0.75,0.25,72.25,35.75,0.55,0.25,1.25,0,0,88,50,3,1,9,6.5,6.5,4.25,64.5,21,1.5,1,58,16,0,5.5,3.75,1,0.25,72.5,26.25,0.35,0.25,2.75,0.75,0.125,79.5,32.25,8,593.75,0,0,0,1,2,0,0,3,"Southpaw",190.5,185.42,185,26,0.448717948717949,0.777777777777778,0.607142857142857,0.674418604651163,0.346153846153846,0.333333333333333,0.740484429065744,0.420560747663551,0.214532871972318,0.67741935483871,0.0449826989619377,0.846153846153846,0.448717948717949,0.777777777777778,0.607142857142857,0.674418604651163,0.346153846153846,0.333333333333333,72.25,0.740484429065744,0.420560747663551,0.214532871972318,0.67741935483871,0.0449826989619377,0.846153846153846,"/fighter/Tom-Breese-45986"
"Tom DeBlass",2012-01-14,1,0,0,1,0,0,0,6,1,0,0,5,1,0,0,0,7,2,6,1,0.16,1,4,2,0.5,24,17,0,1,15,15,0,0,13,12,37,36,33,31,0,2,2,3,1,50,48,0.96,0,2,2,1,94,90,3,900,0,0,0,0,0,0,0,0,"Orthodox",182.88,190.5,185,30,0.166666666666667,0,0,0.0769230769230769,0,0.027027027027027,0.833333333333333,0.2,0.166666666666667,0,0,0,0.166666666666667,0,0,0.0769230769230769,0,0.027027027027027,6,0.833333333333333,0.2,0.166666666666667,0,0,0,"/fighter/Tom-DeBlass-29744"
"Tom Duquesnoy",2014-11-07,1,0,0,14,11,12,9.5,60,24.5,1.5,0.5,54.5,19,1,5,4.5,0.5,0,73.5,34.5,0.53,0,0.5,0.5,0.5,97,56,1,1,21,15,18.5,11.5,99,37,3,3,85.5,26.5,0,14,10,1,0,120.5,51.5,0.445,0,4.5,3,0.65,132.5,61.5,5,614,0,0,0,0,1,0,0,1,"Orthodox",170.18,172.72,135,24,0.408333333333333,0.791666666666667,0.333333333333333,0.626262626262626,0.378378378378378,0,0.741496598639456,0.348623853211009,0.19047619047619,0.785714285714286,0.0680272108843537,0.9,0.408333333333333,0.791666666666667,0.333333333333333,0.626262626262626,0.378378378378378,0,73.5,0.741496598639456,0.348623853211009,0.19047619047619,0.785714285714286,0.0680272108843537,0.9,NA
"Tom Lawlor",2018-08-25,0,2,0,1.8,1.6,10.1,6.7,30.9,9.9,6.6,4.7,44,17.9,0.3,1.8,1.8,0.6,0,47.6,21.3,0.407,0.9,4.9,1.5,0.16,68.3,40.3,2,4,7.5,4.6,9.7,5.7,31.2,10.4,3.3,1.9,34,11.5,0,2.7,1.9,0.9,0.1,44.2,18,0.369,0.3,1.5,0.7,0.333,63.2,36.2,21,495.4,0,0,0,2,2,2,0,6,"Southpaw",182.88,187.96,205,32,0.320388349514563,0.663366336633663,0.712121212121212,0.666666666666667,0.412371134020619,0.424242424242424,0.92436974789916,0.406818181818182,0.0378151260504202,0.888888888888889,0.0378151260504202,1,0.320388349514563,0.663366336633663,0.712121212121212,0.666666666666667,0.412371134020619,0.424242424242424,47.6,0.92436974789916,0.406818181818182,0.0378151260504202,0.888888888888889,0.0378151260504202,1,"/fighter/Tom-Lawlor-21940"
"Tom Niinimaki",2016-11-26,1,0,0,6,5.5,2.5,2.5,7,2.5,9.5,7,12,5.5,0,1,1,3.5,0.5,19,12,0.625,0,6.5,3,0.47,40,32.5,1,1,1.5,0.5,3.5,2,14,4,5,4,19,7.5,0,2,2,1,0.5,22.5,10,0.43,3,1.5,1,0.33,28,15,4,577.5,0,0,1,0,0,0,0,1,"Orthodox",175.26,175.26,145,32,0.357142857142857,1,0.736842105263158,0.714285714285714,0.428571428571429,0.2,0.631578947368421,0.458333333333333,0.315789473684211,0.916666666666667,0.0526315789473684,1,0.357142857142857,1,0.736842105263158,0.714285714285714,0.428571428571429,0.2,19,0.631578947368421,0.458333333333333,0.315789473684211,0.916666666666667,0.0526315789473684,1,"/fighter/Tom-Niinimaki-5639"
"Tom Watson",2019-03-09,1,0,0,22.33333333,15,36.66666667,22.66666667,59.66666667,27,2.333333333,1.666666667,66,27.33333333,0.333333333,10.33333333,9,0,0,98.66666667,51.33333333,0.513333333,0,0.666666667,0,0,107.3333333,60,1,2,11.33333333,9,17.33333333,12.66666667,79.33333333,33.33333333,17.33333333,11.66666667,98.33333333,45,0,4.333333333,3.666666667,2.333333333,0,114,57.66666667,0.51,1,9,5,0.596666667,142,83.66666667,8,794,0,0,0,0,1,0,0,1,"Orthodox",185.42,185.42,185,31,0.452513966455167,0.618181818216529,0.714285714530612,0.579831932797472,0.269230768897929,0.326923076601331,0.668918918964116,0.414141414090909,0.226351351332862,0.671641791145021,0.104729729703022,0.870967742216441,0.452513966455167,0.618181818216529,0.714285714530612,0.579831932797472,0.269230768897929,0.326923076601331,98.66666666,0.668918918964116,0.414141414090909,0.226351351332862,0.671641791145021,0.104729729703022,0.870967742216441,"/fighter/Tom-Watson-15179"
"Tomasz Drwal",2019-05-04,0,3,0,2.75,2,16.25,8,45,14.75,9.5,6,63.75,22.5,0.25,4.25,4.25,2,0,70.75,28.75,0.455,0.25,3.75,2.25,0.68,78.5,35.5,3,1,5,3.75,10.5,6,31.5,11.75,0,0,33.25,12,0.25,3.75,2,0,0,42,17.75,0.395,0.25,1.75,0,0,43.75,19.25,6,334,0,0,0,0,2,1,0,3,"Orthodox",185.42,193.04,205,28,0.327777777777778,0.492307692307692,0.631578947368421,0.626984126984127,0.428571428571429,0,0.901060070671378,0.352941176470588,0.03886925795053,0.727272727272727,0.0600706713780919,1,0.327777777777778,0.492307692307692,0.631578947368421,0.626984126984127,0.428571428571429,0,70.75,0.901060070671378,0.352941176470588,0.03886925795053,0.727272727272727,0.0600706713780919,1,"/fighter/Tomasz-Drwal-10047"
"Tommy Hayden",2000-09-22,1,0,0,1,1,1,1,20,6,0,0,18,5,0,2,1,1,0,21,7,0.33,0,3,2,0.66,23,9,0,1,0,0,1,0,7,2,5,4,12,5,0,1,1,1,0,13,6,0.46,1,4,1,0.25,33,26,1,243,0,0,0,0,0,0,0,0,"Southpaw",175.26,182.88,145,26,0.3,1,0,0.714285714285714,1,0.2,0.857142857142857,0.277777777777778,0.0476190476190476,1,0.0952380952380952,0.5,0.3,1,0,0.714285714285714,1,0.2,21,0.857142857142857,0.277777777777778,0.0476190476190476,1,0.0952380952380952,0.5,"/fighter/Tommy-Hayden-30943"
"Tommy Speer",2015-01-31,1,0,0,3,2,5,4,2,0,0,0,2,0,0,2,2,0,0,7,4,0.57,0,0,0,0,8,5,0,1,6,5,6,5,0,0,8,5,8,5,0,0,0,2,0,14,10,0.71,1,2,1,0.5,41,36,1,121,1,0,0,0,0,0,0,0,"Orthodox",177.8,180.34,170,23,0,0.8,0,0,0.166666666666667,0.375,0.285714285714286,0,0.428571428571429,0.666666666666667,0.285714285714286,1,0,0.8,0,0,0.166666666666667,0.375,7,0.285714285714286,0,0.428571428571429,0.666666666666667,0.285714285714286,1,NA
"Tony DeSouza",2014-10-25,0,2,0,0.5,0.5,1.5,1,4.5,1,19.5,12.5,25,14,0,0,0,1.5,0,25.5,14.5,0.455,1,2.5,2.5,0.5,37,26,2,0,0,0,0.5,0,9.5,2,0,0,9,1,0,1,1,0.5,0.5,10,2,0.555,1.5,0.5,0,0,65.5,55,4,482.5,0,0,0,1,0,1,0,2,"Southpaw",182.88,177.8,170,27,0.222222222222222,0.666666666666667,0.641025641025641,0.789473684210526,1,0,0.980392156862745,0.56,0.0196078431372549,1,0,0,0.222222222222222,0.666666666666667,0.641025641025641,0.789473684210526,1,0,25.5,0.980392156862745,0.56,0.0196078431372549,1,0,0,"/fighter/Tony-DeSouza-487"
"Tony Ferguson",2019-05-04,0,11,0,13.86666667,8.666666667,2.866666667,1.733333333,116.1333333,49.46666667,5.333333333,4.266666667,96.73333333,35.6,0.2,13.73333333,11.2,0.333333333,0.133333333,124.3333333,55.46666667,0.43,1,0.933333333,0.4,0.277333333,133,63.4,11,1,14.46666667,8.133333333,2.8,0.733333333,91.06666667,32.2,4.866666667,2.8,78.26666667,23.2,0.266666667,6,4.4,0.333333333,0.133333333,98.73333333,35.73333333,0.34,0.066666667,2.866666667,0.666666667,0.131333333,102.1333333,38.6,33,604.4,2,0,1,3,3,6,1,14,"Orthodox",180.34,193.04,155,35,0.425947187292178,0.60465116260411,0.8000000001125,0.646412884346764,0.738095238214286,0.424657534285982,0.778016085784933,0.368022053768712,0.111528150163848,0.624999999873798,0.110455764051219,0.815533980780469,0.425947187292178,0.60465116260411,0.8000000001125,0.646412884346764,0.738095238214286,0.424657534285982,124.33333333,0.778016085784933,0.368022053768712,0.111528150163848,0.624999999873798,0.110455764051219,0.815533980780469,"/fighter/Tony-Ferguson-31239"
"Tony Fryklund",2018-06-01,0,1,0,1,1,0,0,0,0,8,5,7,4,0,0,0,2,0,8,5,0.62,1,1,1,1,15,11,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,5,1,91,0,0,0,0,0,1,0,1,"Orthodox",182.88,187.317710247572,185,26,0,0,0.625,1,0,1,0.875,0.571428571428571,0.125,1,0,0,0,0,0.625,1,0,1,8,0.875,0.571428571428571,0.125,1,0,0,"/fighter/Tony-Fryklund-168"
"Tony Sims",2016-09-10,1,0,0,1,1,1.5,0.5,10.5,4.5,12,11.5,22.5,15,0.5,0.5,0.5,0,0,24,16.5,0.655,0.5,0.5,0,0,37.5,29,1,1,2,1.5,2,0.5,16,5.5,0,0,15,3.5,0,1,1,2,0,18,6,0.345,0,5,3,0.3,63.5,44.5,4,531.5,0,0,0,0,1,0,0,1,"Southpaw",180.34,177.8,155,30,0.428571428571429,0.333333333333333,0.958333333333333,0.65625,0.75,0,0.9375,0.666666666666667,0.0416666666666667,1,0.0208333333333333,1,0.428571428571429,0.333333333333333,0.958333333333333,0.65625,0.75,0,24,0.9375,0.666666666666667,0.0416666666666667,1,0.0208333333333333,1,"/fighter/Tony-Sims-30021"
"Tonya Evinger",2018-01-20,2,0,0,12,7.5,7,5,43.5,15.5,0,0,30.5,7.5,0,8,5.5,0,0,50.5,20.5,0.465,0,2.5,0.5,0.125,54.5,24.5,0,2,14.5,11,15.5,9,63.5,30.5,29,22.5,82.5,40.5,0.5,11,10.5,0.5,0,108,62,0.595,0,0.5,0,0,114,67,4,461,1,0,0,0,0,0,0,0,"Orthodox",170.18,177.8,135,37,0.35632183908046,0.714285714285714,0,0.519685039370079,0.419354838709677,0.224137931034483,0.603960396039604,0.245901639344262,0.237623762376238,0.625,0.158415841584158,0.6875,0.35632183908046,0.714285714285714,0,0.519685039370079,0.419354838709677,0.224137931034483,50.5,0.603960396039604,0.245901639344262,0.237623762376238,0.625,0.158415841584158,0.6875,NA
"Tor Troeng",2019-06-01,2,0,0,5,4.333333333,5,4.666666667,16.33333333,6.333333333,3,2.666666667,17.66666667,8,0,1.666666667,1.333333333,3,1,24.33333333,13.66666667,0.543333333,0.333333333,2.333333333,0.666666667,0.4,50.66666667,37.33333333,1,2,8.333333333,6,5,4,18.33333333,8,21,15.66666667,29.66666667,15.66666667,0.666666667,6.333333333,6,5.333333333,1,44.33333333,27.66666667,0.496666667,1,2.333333333,0.666666667,0.133333333,68.33333333,50,7,663.6666667,0,0,0,0,0,1,0,1,"Orthodox",187.96,195.58,185,31,0.387755102099542,0.9333333334,0.888888889,0.563636363557025,0.2,0.253968253809524,0.726027397287859,0.452830188593806,0.205479452023832,0.8666666666,0.0684931506883092,0.79999999964,0.387755102099542,0.9333333334,0.888888889,0.563636363557025,0.2,0.253968253809524,24.333333337,0.726027397287859,0.452830188593806,0.205479452023832,0.8666666666,0.0684931506883092,0.79999999964,"/fighter/Tor-Troeng-6850"
"Townsend Saunders",2006-05-27,1,0,0,6,5,7,6,2,0,25,7,25,7,0,3,1,0,1,34,13,0.38,0,3,2,0.66,71,46,0,1,11,11,13,13,12,3,2,2,14,5,0,2,2,2,1,27,18,0.66,1,0,0,0,74,64,2,900,0,0,0,0,0,0,0,0,"Orthodox",165.1,169.106266195724,170,29.6899842938263,0,0.857142857142857,0.28,0.75,0,0,0.735294117647059,0.28,0.176470588235294,0.833333333333333,0.0882352941176471,0.333333333333333,0,0.857142857142857,0.28,0.75,0,0,34,0.735294117647059,0.28,0.176470588235294,0.833333333333333,0.0882352941176471,0.333333333333333,"/fighter/Townsend-Saunders-189"
"Tra Telligman",2015-07-11,2,0,0,3.25,2.5,7,3.25,26.75,10.75,0.5,0.25,28,9.5,0.25,3,2.25,0,0,34.25,14.25,0.3325,0.25,0.25,0,0,39.75,19.25,1,3,2.25,2.25,6.75,3.75,29,8.5,11,7.25,39.5,14.25,0.5,5,3,0.75,0,46.75,19.5,0.4275,0,2.25,1,0.2075,73,43.25,5,379,0,0,0,0,0,1,0,1,"Orthodox",187.96,192.520979976671,233,40,0.401869158878505,0.464285714285714,0.5,0.706896551724138,0.444444444444444,0.340909090909091,0.817518248175182,0.339285714285714,0.0948905109489051,0.769230769230769,0.0875912408759124,0.75,0.401869158878505,0.464285714285714,0.5,0.706896551724138,0.444444444444444,0.340909090909091,34.25,0.817518248175182,0.339285714285714,0.0948905109489051,0.769230769230769,0.0875912408759124,0.75,"/fighter/Tra-Telligman-157"
"Travis Browne",2018-08-25,3,0,0,8.5625,5.1875,3.5625,2.875,43.4375,13.9375,8.8125,6,42.375,13.8125,0.3125,4.875,3.8125,1.0625,0,55.8125,22.8125,0.46375,0.125,0.9375,0.625,0.30125,60.6875,27.25,3,7,7.5,6,9.75,7.375,44.3125,22.1875,4.9375,3.875,43.125,20.125,0.5,8.375,7.3125,0.375,0.0625,59,33.4375,0.546875,0.25,1.5,0.25,0.061875,73.25,46.75,29,479.1875,0,0,0,1,7,1,0,9,"Orthodox",198.12,200.66,255,34,0.320863309352518,0.807017543859649,0.680851063829787,0.499294781382228,0.243589743589744,0.215189873417722,0.759238521836506,0.325958702064897,0.153415453527436,0.605839416058394,0.0873460246360582,0.782051282051282,0.320863309352518,0.807017543859649,0.680851063829787,0.499294781382228,0.243589743589744,0.215189873417722,55.8125,0.759238521836506,0.325958702064897,0.153415453527436,0.605839416058394,0.0873460246360582,0.782051282051282,"/fighter/Travis-Browne-16785"
"Travis Lutter",2018-06-01,0,1,0,0,0,0,0,11,1,0,0,11,1,1,0,0,0,0,11,1,0.09,0,1,0,0,11,1,1,0,0,0,3,1,42,9,0,0,37,3,0,8,7,0,0,45,10,0.22,0,0,0,0,46,11,2,333,0,0,0,0,1,0,0,1,"Orthodox",180.34,190.5,185,31,0.0909090909090909,0,0,0.785714285714286,0.666666666666667,0,1,0.0909090909090909,0,0,0,0,0.0909090909090909,0,0,0.785714285714286,0.666666666666667,0,11,1,0.0909090909090909,0,0,0,0,"/fighter/Travis-Lutter-4586"
"Travis Wiuff",2018-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,3,0,1,6,5,10,8,2,0,20,16,26,19,0,0,0,4,0,32,24,0.75,0,3,2,0.66,66,56,1,250,0,0,0,0,0,0,0,0,"Orthodox",190.5,195.122614841221,205,27,0,0,0,1,0.2,0.2,0,0,NA,0,0,0,0,0,0,1,0.2,0.2,0,0,0,0,0,0,0,"/fighter/Travis-Wiuff-3660"
"Trevin Giles",2014-04-16,0,1,0,7,6,3,3,13,8,37,30,45,34,0,1,1,6,0,53,41,0.77,0,5,5,1,66,54,1,0,3,2,0,0,23,4,1,1,19,1,0,2,2,0,0,24,5,0.2,0,1,0,0,35,15,2,474,0,0,0,0,1,0,0,1,"Orthodox",182.88,187.96,185,25,0.615384615384615,1,0.810810810810811,0.826086956521739,0,0,0.849056603773585,0.755555555555556,0.132075471698113,0.857142857142857,0.0188679245283019,1,0.615384615384615,1,0.810810810810811,0.826086956521739,0,0,53,0.849056603773585,0.755555555555556,0.132075471698113,0.857142857142857,0.0188679245283019,1,NA
"Trevor Prangley",2017-09-16,0,2,0,11,10.5,19,18,7.5,3,17.5,12,22,11.5,0,11,11,3,0,44,33,0.715,1,5,3.5,0.665,108.5,92.5,2,0,4.5,4,3,2.5,9,4,1,0.5,7.5,2,0,1,1,0,0,13,7,0.59,0,3.5,0,0,26.5,19.5,5,632.5,0,0,0,1,0,1,0,2,"Orthodox",185.42,190.5,185,33,0.4,0.947368421052632,0.685714285714286,0.555555555555556,0.166666666666667,0.5,0.5,0.522727272727273,0.25,0.954545454545455,0.25,1,0.4,0.947368421052632,0.685714285714286,0.555555555555556,0.166666666666667,0.5,44,0.5,0.522727272727273,0.25,0.954545454545455,0.25,1,"/fighter/Trevor-Prangley-4789"
